AwardTitle,StartDate,EndDate,AwardAmount,timeline_months
SBIR Phase I: Whey Protein-Based Microcarrier Platform for Next-Generation Cultivated Meat Production,2025-10-01,2026-09-30,304997.0,11
LEAPS-MPS: Commutative Algebra of Semirings Through the Lens of Algebraic Geometry and Combinatorics,2025-10-01,2027-09-30,250000.0,23
Collaborative Research: EAGER: FDASS: Interrogating Conflicting Accountabilities,2025-10-01,2027-09-30,206380.0,23
"SBIR Phase I: Low-Cost, Waste-Resilient Polyethylene Terephthalate (PET) and Polyester Upcycling Through Macrocyclic Chemistry",2025-10-01,2026-09-30,305000.0,11
Collaborative Research: DMREF: OP: Multi-Scale Engineered Metamaterials Approaching Fundamental Limits of Linear and Nonlinear Susceptibilities,2025-10-01,2029-09-30,500000.0,47
"Robert Noyce Teacher Scholarship Program Track 1 Project: A Place-based Learning Initiative to Recruit, Train, and Retain Rural Math and Science Teachers",2025-10-01,2030-09-30,807641.0,59
Collaborative Research: DMREF: Adaptive and Responsive Magnetic Swarms (ARMS),2025-10-01,2029-09-30,500000.0,47
S3Era4: Securing Spectrum Sharing in Era 4,2025-10-01,2028-09-30,380000.0,35
Collaborative Research: Laboratory Environments,2025-10-01,2028-09-30,200061.0,35
Postdoctoral Fellowship: PRFB: Biodiversity in hybrid systems: Exploring the hybrid bridge hypothesis,2025-10-01,2028-09-30,270000.0,35
Advancing STEM Student Success Through Virtual and Augmented Reality Integration at a Rural Two-Year College,2025-10-01,2028-09-30,498490.0,35
FutureForce: AI Cyber Workforce Initiative,2025-10-01,2028-09-30,475000.0,35
Collaborative Research: Frameworks: Building the Twenty-first Century Citizen Science Framework to Enable Scientific Discovery Across Disciplines,2025-10-01,2029-09-30,128523.0,47
AT-SCaLE: Advanced Technologies in Supply Chain Logistics and Excellence,2025-10-01,2028-09-30,459971.0,35
Bridging the Gap: Career Pathways and Education in Mass Timber Construction,2025-10-01,2028-09-30,500000.0,35
Postdoctoral Fellowship: MSPRF: New Approach to Modular Hecke Categories,2025-10-01,2029-09-30,190000.0,47
CRII: SaTC: Adversarial Malware Generation: A Universal Evasion Framework Targeting Neural Network-based Malware Detectors,2025-10-01,2027-09-30,174103.0,23
Collaborative Research: Improving Conceptual Understanding of Invisible Physics by Translating the Science of Learning into Virtual Reality Environments,2025-10-01,2028-09-30,80084.0,35
Collaborative Research: Tunable Dual-Polarization Photonic Ring Resonator Filters for OH-Suppressed Ground-Based Infrared Astronomy,2025-10-01,2027-09-30,74036.0,23
The geography of H5N1 avian influenza in the United States: Human-environment ecosystem drivers of transmission and viral evolution,2025-10-01,2028-09-30,496076.0,35
Analysis of Foods and Beverages to Support Undergraduate STEM Learning in Chemistry and Mathematics,2025-10-01,2027-09-30,137478.0,23
SBIR Phase I: AI Powered Invisible Fence to Foster Human-Wildlife Harmony,2025-10-01,2026-09-30,304996.0,11
Collaborative Research: Developing a Causal Map Assessment Tool for Undergraduate Career Interest Formation and Decision-Making,2025-10-01,2028-09-30,131916.0,35
Collaborative Research: III: Medium: Interpretable Scientific Discovery with Foundation Model Programs,2025-10-01,2028-09-30,333667.0,35
Collaborative Research: Tunable Dual-Polarization Photonic Ring Resonator Filters for OH-Suppressed Ground-Based Infrared Astronomy,2025-10-01,2027-09-30,414907.0,23
Collaborative Research: CAIG: Multi-scale AI-powered modeling of small-scale turbulence within the coupled air-sea boundary layers,2025-10-01,2028-09-30,298225.0,35
STTR Phase I: Scalable Soft Magnetic Composite for High-Frequency Power Electronics,2025-10-01,2026-09-30,305000.0,11
"Collaborative Research: EPIIC: Accelerating sustainable partnerships for innovation, research, and entrepreneurship in AI (ASPIRE-AI)",2025-10-01,2028-09-30,399226.0,35
Collaborative Research: CAIG: Reliable Generative Downscaling for Geoscience Data,2025-10-01,2028-09-30,353178.0,35
Collaborative Research: Elevating the Calculus Standard of Care Through an Innovative Collaborative Testbed,2025-10-01,2028-09-30,355484.0,35
"Conference: Advancing Innovation, Technology Transfer, and Commercialization through the 2025 AAMU Economic Development Summit",2025-10-01,2026-09-30,99999.0,11
Collaborative Research: CAIG: Using statistical neural networks to learn ocean microbial ecology from flow cytometry data,2025-10-01,2028-09-30,592981.0,35
Collaborative Research: Comparing Preservice STEM Teacher Preparation Using Virtual Reality Artificial Intelligence Simulations Versus Peer Teaching,2025-10-01,2029-09-30,223710.0,47
Collaborative Research: Comparing Preservice STEM Teacher Preparation Using Virtual Reality Artificial Intelligence Simulations Versus Peer Teaching,2025-10-01,2029-09-30,240108.0,47
"NSF-Safe-OSE: Strengthening HDF5 for Science, Industry, and National Security Applications",2025-10-01,2027-09-30,1500000.0,23
Collaborative Research: EPIIC: LInking Vital Ecosystems (LIVE) in Research and Economic Development,2025-10-01,2028-09-30,400000.0,35
Non-resonant Electromagnetic Vibration Energy Harvester with Magnetic Gear for Wearable Technology,2025-10-01,2028-09-30,400000.0,35
"Linking Research, Mentorship, and Transfer Support for Two-Year College STEM Students",2025-10-01,2028-09-30,471986.0,35
SBIR Phase I: Development of Commercially Viable Cell Lines for Cultivated Fish via Bioengineering,2025-10-01,2026-09-30,305000.0,11
CRII: SaTC: Securing Real-world Speaker Recognition Models against Practical Adversarial Attacks,2025-10-01,2027-09-30,174728.0,23
SBIR Phase I: Silicon photonics tunable laser for analyzing energy content of natural gas,2025-10-01,2027-03-31,304913.0,17
Osmotic powering of ingestible and wearable devices using cationic and anionic nanofluidic membranes,2025-10-01,2028-09-30,499993.0,35
Collaborative Research: Cohesive Immersed Granular Flows: Multiscale Experiments and Particle-Resolved Modeling,2025-10-01,2028-09-30,330000.0,35
Collaborative Research: MFAI: Emergence of features in modern machine learning,2025-10-01,2028-09-30,475000.0,35
SBIR Phase I: Automated System for Point of Care Manufacture of Tumor Infiltrating Lymphocytes Cell Therapies,2025-10-01,2026-09-30,304870.0,11
Collaborative Research: REU SITE: Nanoscale Detectives -- Elucidating the Structure and Dynamics of Hybrid Perovskite Systems,2025-10-01,2028-09-30,185425.0,35
Collaborative Research: Comparative Study of Biohybrid Jellyfish for Ocean Measurement,2025-10-01,2028-09-30,450000.0,35
Enhancing the IT pipeline,2025-10-01,2028-09-30,474357.0,35
Collaborative Research: III: Medium: Interpretable Scientific Discovery with Foundation Model Programs,2025-10-01,2028-09-30,333333.0,35
PDaSP Track 2: A Holistic Privacy Preserving Collaborative Data Sharing System for Intelligent Transportation,2025-10-01,2028-09-30,76571.0,35
EAGER: Reverse Discrete Time Diffusions: Transforming Generative AI,2025-10-01,2027-09-30,299997.0,23
Engaging Undergraduate Students in Interdisciplinary Participatory Science to Enhance Mathematics and Data Analytic Capabilities,2025-10-01,2028-09-30,373307.0,35
Separating the Signal from the Noise: Promoting Alaskan students' inquiry with geographically relevant seismic data and machine learning techniques,2025-10-01,2028-09-30,889766.0,35
Robert Noyce Teacher Scholarship Program RESS Project: Empowering Future and Current Teachers through Data Analytics and AI Applications in Authentic Bioscience Research,2025-10-01,2030-09-30,498870.0,59
Employing Data Science Tools to Develop Reactions Using Heteroleptic Catalysts,2025-10-01,2028-09-30,600000.0,35
Probing Ultrafast Carrier Spin Dynamics in Pb-free Metal Halide Double Perovskites,2025-10-01,2028-09-30,532245.0,35
Collaborative Research: Investigation of Biopolymer-Mineral Surface Interaction Mechanisms,2025-10-01,2028-09-30,385050.0,35
PsychSens: A Framework for Automated and Pervasive Psychiatric Comorbidity Screening Using Multimodal Wearable Sensor Data,2025-10-01,2028-09-30,499573.0,35
EAGER: Hybrid human-AI technologies for forecasting trends.,2025-10-01,2027-09-30,299549.0,23
Collaborative Research: SHF: Medium: OASIS: An Open-Source AI-Driven EDA Tool for Real-Time Synthesis of Short-Distance Wireless Interconnects on Silicon,2025-10-01,2029-09-30,300000.0,47
Collaborative Research: Predictive Framework for Harnessing Order-Disorder Phenomena in Mixed-Chalcogen Solids,2025-10-01,2028-09-30,408933.0,35
CAREER: Symmetries in noisy multipartite quantum systems,2025-10-01,2030-09-30,243726.0,59
Collaborative Research: CISE Core Small: RI: Toward Trustworthy and Resilient Intelligence for Multi-Agent System Coordination,2025-10-01,2028-09-30,300000.0,35
"Research Initiation: Student Experience and Pathways to Success of ""Non-Traditional"" Students in Chemical Engineering",2025-10-01,2027-09-30,199968.0,23
Cybersecurity Career Awareness and Exploration Initiative,2025-10-01,2028-09-30,881503.0,35
Collaborative Research: Cohesive Immersed Granular Flows: Multiscale Experiments and Particle-Resolved Modeling,2025-10-01,2028-09-30,329956.0,35
SaTC: CORE: Medium: Fortifying and Enriching Confidential Computing Environments,2025-10-01,2028-09-30,900000.0,35
Improving Engineering Design Education in the Context of Additive Manufacturing Using Artistic Practice,2025-10-01,2028-09-30,400000.0,35
Economic Measurement Research Institute,2025-10-01,2028-09-30,1794350.0,35
Collaborative Research: ASCENT: Wafer-Scale Sub-THz Reflectarray for Electrical Needle Beam Forming and Steering,2025-10-01,2029-09-30,700000.0,47
CAREER: Efficient Algorithms for Generalized Quasi-Variational Inequalities in Stochastic and Distributed Networks,2025-10-01,2030-09-30,512830.0,59
Collaborative Research: Cross-Cutting Improvements: Open Science Roadmap for Research Infrastructures,2025-10-01,2028-09-30,141000.0,35
Collaborative Research: Frameworks: SINAPSE: Scalable Infrastructure for AI-coupled Predictive Simulation Enhancement,2025-10-01,2028-09-30,725000.0,35
"Collaborative Research: A longitudinal investigation of caregiving, everyday motor experiences, and motor skill development using wearable sensing",2025-10-01,2028-09-30,21527.0,35
Robust Multiparticle Quantum Plasmonic Sensing,2025-10-01,2028-09-30,363915.0,35
Beginnings: XAI: EXperiential Learning in AI/ML for Future Innovators,2025-10-01,2028-09-30,999973.0,35
Collaborative Research: Comparative Study of Biohybrid Jellyfish for Ocean Measurement,2025-10-01,2028-09-30,241274.0,35
CAREER: Investigating and Mitigating Information Leakage Threats in Real-World GPU-as-a-Service (GPUaaS),2025-10-01,2030-09-30,450030.0,59
Collaborative Research: RUI: Topologically protected magnetic phases in Heusler alloys,2025-10-01,2028-09-30,294014.0,35
DMREF: NSF-DFG: AI-Driven Design of Superconducting Materials for Magnets (AISuper),2025-10-01,2029-09-30,2000000.0,47
"CAREER: Cross-layer Optimization for DNA Storage to Improve Scalability, Reliability and Performance",2025-10-01,2030-09-30,365846.0,59
Collaborative Research: Convergence of Optics and Radio Frequency in Large-Scale Integrated Air-Ground-Underwater Networks: Theoretical Framework and Experimental Validations,2025-10-01,2028-09-30,525000.0,35
Collaborative Research: SCH: Personal Determinants of Health Enhanced Machine Learning Models for Early Prediction of Alzheimer's Disease and Related Dementias,2025-10-01,2029-09-30,375840.0,47
Development of a high-performance dissolved oxygen sensor for implementation on 6000 m Deep Argo floats,2025-10-01,2028-09-30,1203412.0,35
Collaborative Research: CISE Planning Proposal: OAC: CC: Enhancing Cyberinfrastructure-infused Research at Texas A&M University-San Antonio (ECR-TAMUSA),2025-10-01,2027-09-30,139425.0,23
Collaborative Research: NeTS: Medium: Optimized Detection and Localization of Events in Quantum Sensor Networks,2025-10-01,2029-09-30,719948.0,47
"AI-ENGAGE: Bridging Global Knowledge and Local Needs through AI for Enhanced Agricultural Production, Sustainability and Resiliency (BRIDGE)",2025-10-01,2027-09-30,400000.0,23
NSF Safe-OSE: Scalably Detecting Inconsistencies Between Git Commit Messages and Code in Open-source Projects,2025-10-01,2027-09-30,1469443.0,23
FRR: Programmable soft microrobots with amoeboid locomotion within porous microenvironments,2025-10-01,2028-09-30,420000.0,35
EAGER: Accelerating Science Across Borders with Next-Generation SmartNICs/DPUs,2025-10-01,2027-09-30,300000.0,23
Collaborative Research: NeTS: Medium: Resilient Multi-User Mobile sub-THz Networks using Near-Field Wavefronts,2025-10-01,2029-09-30,300000.0,47
Collaborative Research: SHF: Medium: Probabilistic Concurrent Outcome Logic (pcOL) -- Expressive Specifications for Concurrent Randomized Programs,2025-10-01,2029-09-30,376058.0,47
STTR Phase I: Plasma Electrochemical System for Cost Competitive Air to Ammonia Production,2025-10-01,2026-09-30,305000.0,11
HCC: Small: Open-vocabulary Neurosymbolic 3D Models,2025-10-01,2028-09-30,477651.0,35
Collaborative Research: DMREF: NSF-DFG: NeuroTronics: Designer Doped Semiconductors for Neuromorphic Bioelectronics,2025-10-01,2029-09-30,350000.0,47
Collaborative Research: Frameworks: SINAPSE: Scalable Infrastructure for AI-coupled Predictive Simulation Enhancement,2025-10-01,2028-09-30,710889.0,35
Collaborative Research: Fostering Teamwork in the Context of Learning Physics through Socio-Metacognition and Engaged Student Learning,2025-10-01,2028-09-30,544703.0,35
NSF-AFRL REFLEQTS: Floquet-engineered polaritonic quantum states for infrared single photon detection and sensing,2025-10-01,2028-09-30,1998806.0,35
"CIVIC-FA Track B: Strengthening Community Safety and Well-being with Ethical, AI-Assisted Video Solutions",2025-10-01,2026-09-30,700000.0,11
Collaborative Research: CISE Core Small: HCC: Towards Accessible and Safe Human-VPA Interaction in Smart Home Environments,2025-10-01,2028-09-30,300000.0,35
Collaborative Research: NeTS: Small: CoLeNe: Cooperative Learning in Heterogeneous Edge Networks,2025-10-01,2028-09-30,275000.0,35
Collaborative Research: DMREF:NSF-NSERC: Data-Driven Multi-Element Doping for Optimally Controlled Ion-Electron Conduction,2025-10-01,2029-10-31,400000.0,48
Collaborative Research: ASCENT: Heterogeneously Integrated Electronic Photonic AI Accelerators (HIEPAA),2025-10-01,2028-09-30,400000.0,35
Collaborative Research: NeTS: Medium: Optimized Detection and Localization of Events in Quantum Sensor Networks,2025-10-01,2029-09-30,134997.0,47
Collaborative Research: From Pathways to Progressions: Empowering Districts to Equip K-12 Computational Thinkers with Data Science and Machine Learning Foundations,2025-10-01,2029-09-30,889630.0,47
Collaborative Research: EPIIC Combining Partnerships and Entrepreneurship for Emerging Technologies (ComPEET),2025-10-01,2028-09-30,399944.0,35
CAREER: Embodied Responsive Teaching in Undergraduate Physics,2025-10-01,2030-09-30,666146.0,59
High-Throughput Calculation of Ab Initio Data for Automated Kinetic Model Development,2025-10-01,2028-09-30,583379.0,35
Towards Software-Defined Soft Robotic Antennas for Spectrum Era 4,2025-10-01,2028-09-30,760000.0,35
Collaborative Research: BIO-AI: Human-in-the-loop Artificial Intelligence System for High Throughput Automated Identification of Ground-dwelling Arthropods,2025-10-01,2028-09-30,596594.0,35
Collaborative Research: CIRC: Dev: UnionLabs: Facilitating Shared Access to Heterogeneous Wireless Testbeds Through Grassroots-Driven Federation,2025-10-01,2027-09-30,393750.0,23
Collaborative Research: Endowing Aerial Robots with Ground Mobility and Multimodal Perception for Autonomous Roof Inspection,2025-10-01,2028-09-30,350000.0,35
CIRC: ENS: AERPAW-ENS - Enhancing the AERPAW Platform,2025-10-01,2027-09-30,1000000.0,23
"Collaborative Research: Understanding Defect Passivation, Charge Injection, and Degradation in Ultra-Bright Halide Perovskite LEDs and Lasers",2025-10-01,2028-09-30,276000.0,35
Collaborative Research: III: Medium: Advancing Large Language Model Unlearning: Foundations and Applications,2025-10-01,2029-09-30,268000.0,47
Collaborative Research: DMREF: NSF-DST: Accelerated Development of Polymer Salogels,2025-10-01,2029-09-30,1600000.0,47
Collaborative Research: EPIIC: LInking Vital Ecosystems (LIVE) in Research and Economic Development,2025-10-01,2028-09-30,399998.0,35
Collaborative Research: Developing and Evaluating Assessments of Problem-Solving in Computer Adaptive Testing Environments,2025-10-01,2026-07-31,1014803.0,9
AZ Cyber Pathways Research-Practice Partnership,2025-10-01,2027-03-31,279310.0,17
The Geometry of Hyperkhler Varieties and Rationality,2025-10-01,2027-05-31,130000.0,19
Collaborative Research: DMREF: NSF: DFG: Incorporating Disorder and Defects in the Design of Ferroelectric Nitrides,2025-10-01,2029-09-30,564997.0,47
Unraveling the Anomalous Magnetic Fields and Chemical Abundances of Ap/Bp Stars via Industrial Scale Spectroscopy,2025-10-01,2028-09-30,532746.0,35
Collaborative Research: CISE Core Small: RI: Toward Trustworthy and Resilient Intelligence for Multi-Agent System Coordination,2025-10-01,2028-09-30,300000.0,35
SBIR Phase I: Development of a Burn Care Therapy to Prevent Fibrotic Pathologies,2025-10-01,2026-09-30,304984.0,11
Postdoctoral Fellowship: MSPRF: Cubulation and Combinatorial Nonpositive Curvature,2025-10-01,2029-09-30,190000.0,47
Higher classification theory in model theory and applications,2025-10-01,2026-06-30,355201.0,8
Collaborative Research: The Circumpolar Active Layer Monitoring Network-CALM VI (2025-2028): Long-term Observations on Arctic Permafrost,2025-10-01,2028-09-30,122929.0,35
SBIR Phase I: Electrified Thermochemical Biogas Reforming for Hydrocarbon Fuel Production,2025-10-01,2026-06-30,304975.0,8
Collaborative Research: HCC: Medium: Transforming haptic graphical user interfaces by leveraging dynamic behaviors of soft materials,2025-10-01,2028-09-30,249000.0,35
NCS-FO: Fully Wireless Flexible Electrical-Acoustic Implant for High-Resolution Neural Stimulation and Recording at Large Scale,2025-10-01,2026-07-31,441901.0,9
SBIR Phase I: Spectrum Coexistence Digital Twin,2025-10-01,2026-09-30,304638.0,11
Collaborative Research: Low-noise high electron mobility transistors with outstanding noise performance via atomic layer etching,2025-10-01,2028-09-30,289704.0,35
"SBIR Phase I: High-Power, Surface-Emitting, Single-Mode Laser Chips with Photonics Crystal Cavity Design",2025-10-01,2027-03-31,305000.0,17
Collaborative Research: CISE Core Small: NeTS: Intelligent Reflecting Surface Assisted Physical Layer Security Enhancement for Ultra-dense IoT Networks,2025-10-01,2028-09-30,225000.0,35
ERI: Advancement of Max Pressure Traffic Signal Control in Partially Connected and Automated Transportation Systems,2025-10-01,2027-08-31,199755.0,22
ECCS-EPSRC: Towards ultralow-noise SiGe heterojunction bipolar transistors for quantum technology and beyond: epitaxial engineering of cryogenic charge transport,2025-10-01,2028-09-30,415000.0,35
Nanoscale Control of Individual Nitrogen-Vacancy Centers and Their Mutual Coupling by Magnetic Tunnel Nanojunctions,2025-10-01,2028-09-30,385389.0,35
Excellence in Research: Mitigating Confounding Errors in Real-World Machine Learning for Robust Decision Support,2025-10-01,2028-09-30,674160.0,35
Developing the Semiconductor Industry Workforce in Texas,2025-10-01,2030-09-30,2000000.0,59
SaTC 2.0: RES: Understanding and Detecting Online Scams from Generative AI,2025-10-01,2028-09-30,599656.0,35
PDaSP Track 2: Explainable Auditing of ML Models for Privacy Violations,2025-10-01,2028-09-30,400000.0,35
ERI: Towards Efficient and Robust Federated Neuromorphic Learning in Wireless Edge Networks,2025-10-01,2027-09-30,199829.0,23
The Nineteenth Graduate Climate Conference (GCC-2025),2025-10-01,2026-09-30,47160.0,11
Examining the Use of Alternative Multiple-Choice Questions in the Learning and Assessment of Introductory Physics Knowledge,2025-10-01,2028-09-30,399264.0,35
Collaborative Research: Elevating Engineering Education Through Adaptive Learning Integration and Training,2025-10-01,2029-09-30,447758.0,47
Principles for Innovative Design and Educational Theory in Generative Artificial Intelligence Tool Creation,2025-10-01,2028-09-30,113008.0,35
ERI: Portable Sensor for Detecting Harmful PFAS Chemicals in Water in Real Time,2025-10-01,2027-09-30,200000.0,23
CAREER: Photonic Quantum Technologies with Strain-Free Artificial Atoms,2025-10-01,2030-09-30,557013.0,59
SHF: Small: Scalable and Versatile Evolving Graph Analytics,2025-10-01,2028-09-30,540000.0,35
Collaborative Research: AI-ENGAGE: HARVEST: Holistic AI-powered Agricultural Response Validation and Early Prediction System across Territories,2025-10-01,2028-02-29,225000.0,28
"CAREER: Rational Engineering of Efficient, Transparent, and Broadband LEDs from Low-Dimensional Ternary Copper Halides",2025-10-01,2030-09-30,550000.0,59
Collaborative Research: Online Statistical Inference for Modern Machine Learning,2025-10-01,2028-09-30,148654.0,35
CRII: SHF: Towards an Automated Distributed Concurrency Testing Framework for Rust,2025-10-01,2027-09-30,174470.0,23
Flexible Nanofibrous Electronics,2025-10-01,2028-09-30,400000.0,35
Ethical Thinking and Case Analysis in Artificial Intelligence Education,2025-10-01,2028-09-30,66648.0,35
Collaborative Research: CAIG: Reliable Generative Downscaling for Geoscience Data,2025-10-01,2028-09-30,500000.0,35
RAPID: Invasive hydrilla and carbon cycling: leveraging an ecosystem-scale herbicide application to investigate feedbacks between invasive plants and greenhouse gas emissions,2025-10-01,2026-05-31,23566.0,7
"Collaborative Research: DMREF: AI-Informed, Closed-Loop Design of Negative Resists for High-Volume EUV Lithography",2025-10-01,2029-09-30,1587440.0,47
Collaborative Research: Elevating Engineering Education Through Adaptive Learning Integration and Training,2025-10-01,2029-09-30,751785.0,47
Computation-guided design and synthesis of plasmonic metal-insulator-metal (MIM) nanosensor for liquid sensing,2025-10-01,2028-09-30,660389.0,35
MCA:Theoretical Foundations of NeuroAI: A Modeling Framework Motivated by Living Neuronal Network Dynamics,2025-10-01,2028-09-30,310000.0,35
Symbionts and saprotrophs: Cooperation and competition in the rhizosphere determine belowground feedbacks,2025-10-01,2028-09-30,1170730.0,35
Probing the Active Tensioning Response Under Sustained Strain in Epithelial Cells,2025-10-01,2028-09-30,489874.0,35
Developing Expertise in Survey Design to Identify Advancements for Effectiveness and Excellence in Chemistry Instructional Laboratories,2025-10-01,2028-09-30,350000.0,35
EAGER: Developing Concept-based Reasoning Approaches for Health,2025-10-01,2027-09-30,200000.0,23
Collaborative Research: Improving Teacher Retention and Effectiveness through Knowledge Sharing (iTREKS): Studying STEM Teachers in High Need Schools across a Community of Practice,2025-10-01,2028-09-30,1232951.0,35
Collaborative Research: Was there an anomalous Indian Ocean carbon reservoir Searching for old radiocarbon and quantifying Ice Age changes in deep Indian Ocean ventilation,2025-10-01,2028-09-30,433991.0,35
Collaborative Research: Laboratory Environments,2025-10-01,2028-09-30,199938.0,35
Collaborative Research: DMREF: Adaptive and Responsive Magnetic Swarms (ARMS),2025-10-01,2029-09-30,499998.0,47
"Collaborative Research: BoCP-Implementation: The impact of climate change on functional biodiversity across spatiotemporal scales at Lake Tanganyika, Africa",2025-10-01,2027-09-30,392354.0,23
CAREER: Robust Learning from Preference Feedback,2025-10-01,2030-09-30,85950.0,59
Collaborative Research: CAIG: Unraveling Aerosol-Cloud Interactions and Sea Ice Thermodynamics with AI and Ensemble Kalman Diffusion Guidance,2025-10-01,2028-09-30,325000.0,35
Quantum Photodetectors,2025-10-01,2028-09-30,425000.0,35
Enhancing Undergraduate Education About Stakeholder Competition and Cooperation in Water Systems Using Game Theory,2025-10-01,2028-09-30,403471.0,35
ENG-QUANT: Scalable Quantum Electromagnetic Transient Analysis with Tensors and Singularity Transformation,2025-10-01,2028-09-30,503644.0,35
Explorations: Experiential Learning Explorations in Advanced Nanomanufacturing in New York State,2025-10-01,2028-09-30,1000000.0,35
Robust and Dynamics-Aware Active Perception for Space Robotics,2025-10-01,2028-09-30,663275.0,35
Developing Scientific Understanding Through Earth and Space Science Investigations at Two-Year Colleges,2025-10-01,2028-09-30,384459.0,35
Conference: Best of Statistical Science Workshop (BOSS 2026),2025-10-01,2026-09-30,20000.0,11
REU Site: CNS: Sensing and Smart Systems,2025-10-01,2028-09-30,264532.0,35
REU Site: Study of transport phenomena in engineered materials,2025-10-01,2028-09-30,465000.0,35
ERI: Vibration Assisted Friction Stir Surfacing of Additively Manufactured High-Performance Metallic Alloys,2025-10-01,2027-09-30,124948.0,23
ERI: Unveiling Fault Effects on Carrier Waves to Enable New Protection Schemes for Inverter-Based Grids,2025-10-01,2027-09-30,198723.0,23
"Conference: NSF Student Travel Grant for the 2025 Summit on Responsible Computing, AI, and Society (RCAIS25)",2025-10-01,2026-09-30,10000.0,11
Collaborative Research: SHF: Small: HexAI: Holistic Exploration for Design Automation of Efficient AI Accelerators,2025-10-01,2028-09-30,300000.0,35
Collaborative Research: DMREF: Accelerated Discovery and Design of Dynamically Evolving Catalyst Material Surfaces,2025-10-01,2029-09-30,470614.0,47
Disciplinary Improvements: Dark Matter Data Commons - A FAIR and Open Science Infrastructure for Astrophysical Discovery,2025-10-01,2028-09-30,600000.0,35
Collaborative Research: Conference: Groundwork for Operator Algebras (GOALS) 2026-2027,2025-10-01,2027-09-30,49992.0,23
Robert Noyce Teacher Scholarship Program RESS Project: Collaborative Research: RESS in Microelectronics And Artificial Intelligence to Empower STEM Teachers,2025-10-01,2028-09-30,599000.0,35
Rural Disaster Preparedness through Informal STEM Learning: Community-Identified Risk & Resilience,2025-10-01,2026-09-30,149549.0,11
Collaborative Research: DMREF: NSF-DST: Accelerated Development of Polymer Salogels,2025-10-01,2029-09-30,384233.0,47
SCH: Ensemble Logic: A Formal Precision Phenotyping Framework for Cohort Discovery in Epilepsy,2025-10-01,2029-09-30,999999.0,47
Collaborative Research: Empowering STEM Education by Creating Benchmarking Models for GenAI Learning Assistants,2025-10-01,2028-09-30,172581.0,35
Conference: Workshop on Atomic Fabrication,2025-10-01,2026-09-30,100000.0,11
CICI:IPAAI:CANIS: Curated AI-ready Network telescope datasets for Internet Security,2025-10-01,2028-09-30,900000.0,35
Online Optimization of Networked Systems Under Uncertain User Decisions and Responses,2025-10-01,2028-09-30,388847.0,35
Planning: Assessment of Research Infrastructure at Primarily Undergraduate Institutions for Collaborative Consortium Building,2025-10-01,2026-09-30,100000.0,11
EAGER: Collaborative Research: Longitudinal Investigation of Two Hurricane-Generated Barrier Island Breaches in Southwest Florida,2025-10-01,2027-09-30,50389.0,23
BRING-SynBio: Dynamic cooperative binders for endogenously gated cellular control,2025-10-01,2027-09-30,300000.0,23
PDaSP Track 2: Explainable Auditing of ML Models for Privacy Violations,2025-10-01,2028-09-30,400000.0,35
Collaborative Research: SCH: Personal Determinants of Health Enhanced Machine Learning Models for Early Prediction of Alzheimer's Disease and Related Dementias,2025-10-01,2029-09-30,150000.0,47
Collaborative Research: EPIIC: Advancing Regional Innovation Through Sustainable Engagement (ARISE),2025-10-01,2028-09-30,400000.0,35
Collaborative Research: SaTC: CORE: Medium: Uncovering and Mitigating Security and Privacy Threats in the Mobile VPN Ecosystem,2025-10-01,2028-09-30,450000.0,35
"Collaborate, Elevate, and Engineer Together: Exploring the Role of Organizational Citizenship Behavior",2025-10-01,2028-09-30,499990.0,35
"Collaborative Research: EPIIC: Supporting Partnerships for Advancement, Research, and Knowledge (SPARK)",2025-10-01,2028-09-30,373360.0,35
DMREF: Collaborative Research: Engineering Selective Membranes from Lipid-Polyelectrolyte Complexes,2025-10-01,2029-09-30,793931.0,47
BioMADE: Driving Cost Reduction in Biomanufacturing Biomaterials from Methane: Engineering Novel Strains to Increase Downstream Processing Efficiency,2025-10-01,2027-09-30,458552.0,23
Collaborative Research: Elevating Engineering Education Through Adaptive Learning Integration and Training,2025-10-01,2029-09-30,797439.0,47
"Collaborative Research: DMREF: AI-Informed, Closed-Loop Design of Negative Resists for High-Volume EUV Lithography",2025-10-01,2029-09-30,412542.0,47
Conference: 2025 Midwest Optimization Meeting,2025-10-01,2026-09-30,31200.0,11
Explaining the Efficacy of Peer-Led Team Learning in General Chemistry,2025-10-01,2028-09-30,398370.0,35
Collaborative Research: III: Medium: Advancing Large Language Model Unlearning: Foundations and Applications,2025-10-01,2029-09-30,266000.0,47
Collaborative Research: Comparing Preservice STEM Teacher Preparation Using Virtual Reality Artificial Intelligence Simulations Versus Peer Teaching,2025-10-01,2029-09-30,216674.0,47
SBIR Phase I: An Analog Hardware Accelerator for Power Systems Feasibility Studies,2025-10-01,2026-09-30,305000.0,11
Collaborative Research: HCC: Medium: Accelerating Yarn Fabrication Research using Rapid Prototyping Tools,2025-10-01,2029-09-30,594187.0,47
Collaborative Research: IRES: Global Flood Resilience Program - Convergent research experiences to increase resilience in flood-prone communities,2025-10-01,2030-09-30,25901.0,59
"United States/Saudi Arabia Workshop: Collaborative Research: Advanced Cementitious Materials for Transformative and Resilient Infrastructure; Riyadh, Saudi Arabia; 12-13 April 2026",2025-10-01,2026-09-30,80396.0,11
"Creative Design Thinking, Automation, and Manufacturing of Precision Systems",2025-10-01,2028-09-30,445576.0,35
